"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","m"
"2",2,"4.png","2.png","m"
"3",3,"4_confound.png","4.png","m"
"4",4,"4_R.png","2_R.png","z"
"5",5,"1_R.png","1_R.png","m"
"6",6,"2.png","2.png","z"
"7",7,"11_R.png","3_R.png","z"
"8",8,"6.png","2.png","z"
"9",9,"11.png","3.png","z"
"10",10,"1_R_confound.png","3_R.png","m"
"11",11,"2_confound.png","4.png","z"
"12",12,"9_R.png","3_R.png","m"
"13",13,"6_R.png","2_R.png","z"
"14",14,"1_confound.png","3.png","z"
"15",15,"10.png","4.png","z"
"16",16,"1.png","1.png","m"
"17",17,"7.png","1.png","m"
"18",18,"5_R.png","1_R.png","m"
"19",19,"5.png","1.png","z"
"20",20,"8_R.png","2_R.png","m"
"21",21,"9.png","3.png","z"
"22",22,"3_confound.png","3.png","z"
"23",23,"2_R.png","2_R.png","m"
"24",24,"3_R.png","1_R.png","z"
"25",25,"8.png","2.png","m"
"26",26,"4_R_confound.png","4_R.png","m"
"27",27,"3_R_confound.png","3_R.png","m"
"28",28,"2_R_confound.png","4_R.png","m"
"29",29,"7_R.png","1_R.png","z"
"30",30,"3.png","1.png","m"
"31",31,"12_R.png","4_R.png","z"
"32",32,"10_R.png","4_R.png","m"
