"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12_R.png","4_R.png","m"
"2",2,"4_confound.png","4.png","z"
"3",3,"1_confound.png","3.png","m"
"4",4,"4_R.png","2_R.png","m"
"5",5,"7.png","1.png","z"
"6",6,"11_R.png","3_R.png","z"
"7",7,"2_confound.png","4.png","m"
"8",8,"11.png","3.png","m"
"9",9,"1_R.png","1_R.png","z"
"10",10,"6.png","2.png","m"
"11",11,"9_R.png","3_R.png","z"
"12",12,"8.png","2.png","z"
"13",13,"6_R.png","2_R.png","z"
"14",14,"3_R_confound.png","3_R.png","z"
"15",15,"10_R.png","4_R.png","m"
"16",16,"3_confound.png","3.png","z"
"17",17,"2_R.png","2_R.png","z"
"18",18,"3_R.png","1_R.png","m"
"19",19,"5_R.png","1_R.png","z"
"20",20,"4.png","2.png","z"
"21",21,"3.png","1.png","z"
"22",22,"4_R_confound.png","4_R.png","m"
"23",23,"8_R.png","2_R.png","m"
"24",24,"1.png","1.png","z"
"25",25,"1_R_confound.png","3_R.png","m"
"26",26,"10.png","4.png","m"
"27",27,"2.png","2.png","m"
"28",28,"2_R_confound.png","4_R.png","z"
"29",29,"5.png","1.png","m"
"30",30,"9.png","3.png","z"
"31",31,"12.png","4.png","z"
"32",32,"7_R.png","1_R.png","m"
