"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_confound.png","3.png","z"
"2",2,"4_R_confound.png","4_R.png","z"
"3",3,"9_R.png","3_R.png","z"
"4",4,"10_R.png","4_R.png","z"
"5",5,"2.png","2.png","z"
"6",6,"7_R.png","1_R.png","z"
"7",7,"6_R.png","2_R.png","z"
"8",8,"1_R.png","1_R.png","z"
"9",9,"12.png","4.png","z"
"10",10,"1.png","1.png","z"
"11",11,"7.png","1.png","z"
"12",12,"1_confound.png","3.png","z"
"13",13,"12_R.png","4_R.png","z"
"14",14,"9.png","3.png","z"
"15",15,"4_R.png","2_R.png","z"
"16",16,"2_R.png","2_R.png","z"
"17",17,"6.png","2.png","z"
"18",18,"11_R.png","3_R.png","z"
"19",19,"3_R_confound.png","3_R.png","z"
"20",20,"2_confound.png","4.png","z"
"21",21,"4_confound.png","4.png","z"
"22",22,"5.png","1.png","z"
"23",23,"2_R_confound.png","4_R.png","z"
"24",24,"4.png","2.png","z"
"25",25,"1_R_confound.png","3_R.png","z"
"26",26,"3_R.png","1_R.png","z"
"27",27,"8_R.png","2_R.png","z"
"28",28,"3.png","1.png","z"
"29",29,"11.png","3.png","z"
"30",30,"8.png","2.png","z"
"31",31,"10.png","4.png","z"
"32",32,"5_R.png","1_R.png","z"
