"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1_confound.png","3.png","m"
"2",2,"3_R.png","1_R.png","z"
"3",3,"10.png","4.png","m"
"4",4,"4.png","2.png","z"
"5",5,"5_R.png","1_R.png","m"
"6",6,"7_R.png","1_R.png","z"
"7",7,"9_R.png","3_R.png","m"
"8",8,"3.png","1.png","z"
"9",9,"6_R.png","2_R.png","z"
"10",10,"4_R_confound.png","4_R.png","z"
"11",11,"4_R.png","2_R.png","m"
"12",12,"2_confound.png","4.png","z"
"13",13,"3_R_confound.png","3_R.png","m"
"14",14,"2_R.png","2_R.png","m"
"15",15,"7.png","1.png","z"
"16",16,"12_R.png","4_R.png","m"
"17",17,"1.png","1.png","z"
"18",18,"5.png","1.png","m"
"19",19,"1_R_confound.png","3_R.png","z"
"20",20,"2.png","2.png","m"
"21",21,"12.png","4.png","m"
"22",22,"6.png","2.png","z"
"23",23,"11_R.png","3_R.png","m"
"24",24,"4_confound.png","4.png","z"
"25",25,"2_R_confound.png","4_R.png","z"
"26",26,"8.png","2.png","m"
"27",27,"9.png","3.png","m"
"28",28,"3_confound.png","3.png","z"
"29",29,"11.png","3.png","m"
"30",30,"8_R.png","2_R.png","z"
"31",31,"10_R.png","4_R.png","m"
"32",32,"1_R.png","1_R.png","z"
