"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1_R_confound.png","3_R.png","m"
"2",2,"4_confound.png","4.png","z"
"3",3,"11.png","3.png","z"
"4",4,"5.png","1.png","z"
"5",5,"5_R.png","1_R.png","z"
"6",6,"2_R_confound.png","4_R.png","z"
"7",7,"9.png","3.png","m"
"8",8,"7_R.png","1_R.png","z"
"9",9,"4.png","2.png","m"
"10",10,"9_R.png","3_R.png","z"
"11",11,"3_R_confound.png","3_R.png","z"
"12",12,"3.png","1.png","z"
"13",13,"1_confound.png","3.png","z"
"14",14,"1.png","1.png","z"
"15",15,"3_confound.png","3.png","z"
"16",16,"10_R.png","4_R.png","m"
"17",17,"2.png","2.png","z"
"18",18,"12_R.png","4_R.png","m"
"19",19,"7.png","1.png","z"
"20",20,"1_R.png","1_R.png","m"
"21",21,"4_R_confound.png","4_R.png","m"
"22",22,"10.png","4.png","z"
"23",23,"6_R.png","2_R.png","m"
"24",24,"3_R.png","1_R.png","z"
"25",25,"4_R.png","2_R.png","z"
"26",26,"2_R.png","2_R.png","m"
"27",27,"12.png","4.png","z"
"28",28,"8.png","2.png","m"
"29",29,"2_confound.png","4.png","z"
"30",30,"8_R.png","2_R.png","z"
"31",31,"6.png","2.png","m"
"32",32,"11_R.png","3_R.png","z"
